,documentid,paymentid,amount,date,vendor_names,vendor_address
439,00d0308915412,00p0349016507,11.6,0,KFASUPLY,125A TUNGKAT BAWAH PT 1961 JALAN MALIINJA SITE B 45400 SEKINCHAN SELANGOR
440,00d0419719085,00p0617886989,118.35,17311,SEGICASHCARRYYSDNBHD,"PT17920 SFK U9, SSHAH ALAM"
441,00d0948775947,00p0493082902,3.76,17641,HAXINCONERESOURCESSDNBDH,"16A, JALAN ASTAKA U8/83, BUKIT JELUTONG 40159 SHAH ALAN, SFLANGOR D.E."
442,00d0564198512,00p0966556501,18.0,17231,BROADVIEWMARKETINGSDNNBHD,"ON. 9-G, JALAN DINAR D U3/D TAMAN SUBANG PERDANA, SEK,U3, 40150 SHAH ALAM,SELANGOR D.E."
443,00d0194796076,00p0121173329,37.55,17399,GARDENIABAKERIESKLSDNBHD,"LOT 3, JALAN PELABUR 23/1, 49300 SHHAH ALAM, SELANGOR."
444,00d0448828100,00p0649797797,8.0,17605,PERNIAGAANZHENGHUI,NO.59 JALAN PERMAS 9/5 BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU
445,00d0599930970,00p0267824528,247.55,17422,BECONSTATIKONERBECONENTERPRISESDNBHD,"NO.41G, JLN SS21/60, DAMANSARA UTAMA, 47400 PJ, SELANGOR."
446,00d0876837917,00p0612141573,56.0,17620,REAISTTOALOULMES,AUTOROUTE RABAT MEKNES 150090 KHEMISSET
447,00d0650437495,00p0408927089,41.78,17463,GAERDENIABAKERIESKLSNDBHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
448,00d0338048914,00p0885791620,127.52,17685,KEDAIPAPANYEWCHUAN,"LOT 276 JALAN BANTING 4380 DENGKIL, SELANGOR."
449,00d0626463001,00p0285038306,8.7,17593,UNIHAKKAINTERNATIONNALSDNBHD,"12, JALLAN TAMPOI 7/4,KAWASAN P ERINDUSTRIAN TAMPOI 81200 JOHOR BAHRU,JOHOR"
450,00d0389135415,00p0134025156,45.0,0,MRDIYKUCHAISDNBHD,"LOT 18551-A & 1851-B, JALAH KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 4330 SERI KEMBANGAN, SELANGOR"
451,00d0886341707,00p0151413045,164.0,17677,DIMILIKIOLEHDOVEHOIDINGSSDNBHD,"LOT S25, AEON TEBRAU CITY JUSCO NO 1, ILN DESA TEBRAU, TMN DESA TEBRAU, 81100 JOHOR BAHRU, JOHOR"
452,00d0435587221,00p0565254218,0.36,17544,SYARIKATPERNIAGAANGINKEE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
453,00d0422368687,00p0788296642,7.7,17870,VERBENAGONFECTIONERYSDNBHD,"1, AJLAN SUTERA TANJUNG 8/4, TMN SUTERA UTAMZ, 81300 SKUDAI, JB."
454,00d0920899195,00p0168791540,65.56,17777,RESTAURANTJIAWEIJIAWEIHOUSE,"13, JLN TASIK UTAMA 8 MEDAN NIAGA DAMAI SG BESI 57000 KL"
455,00d0450998902,00p0290159783,60.0,17837,ELTETRAXMARKETIGNSDNBHD,"LOT 1F-01&02,01ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA"
456,00d0530724847,00p0957016018,6.0,17609,RESTROANWANSHENG,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9,  BANDAR MAHKOTA CHERASS, 43200 CHERAS, SELANGOR"
457,00d0935614053,00p0668350636,79.1,17617,LIANHIJNSTATIONERYSDNBHD,"NO.32 & 33, JALAN SR 1/9, SEKSYEN 9, TAMAN SERDANG ERAYA, 43300 SERI KEMBANGAN, SELANGOR DARUL EHSAN"
458,00d0787822677,00p0328451488,30.7,17668,DEMAXIMUMTHAIEXPRESSSDNBHD,"BLK 2, UNIT G1 & G2, BESTARI TERRACE, LOT PTD 182908 & PTD 143216, JALAN DANGA, TAMAN NUSA BESTARI, 81300"
459,00d0885837043,00p0395475430,39.0,17584,NADEJEPRESTIGESDNBYD,"LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 4750 PETALING JAYA."
460,00d0726102139,00p0126011232,43.7,17351,SANYUSTATIONERYHSOP,"NO. 31G&33G, JALAN SETIA INDAAH X,U13/X 40170 SERTIA ALAM"
461,00d0177909385,00p0482629744,555.1,17545,TEOHENGSTATIONERYBOKS,"NO.53, JALAN BESAR, 45600 GATANG BEJUNTAL SELANGOR DARUL EHSAN"
462,00d0764796072,00p0664046493,7.2,17637,AMPANGFIRSTCIYTPPARKINGSDNBHD,"A-09-10 PRIMA AVENUE THE TUBE, 1/39, D ATARAN PRIMA 46301 PETALING JAYA SELANGOR DE"
463,00d0242366463,00p0778749877,8.95,17013,YAMFRESH,"NO.145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBIUNAN KEPONG, 52100 KUALA LUMPUR"
464,00d0844880238,00p0766704342,9.2,17614,UNJHAKKAINTERNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
465,00d0439076290,00p0608557804,68.1,16913,MRDIYMSDNBHD,"LOT 151-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN,SELANGOR"
466,00d0171220341,00p0715773213,116.28,17836,SYARIKATPERNIAGAANGINKEE,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR."
467,00d0827574327,00p0122778094,25.1,17177,SPEEDMARTSB,"LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANOGR 1214-JINJANG UTARA"
468,00d0159988592,00p0886804274,8.7,0,UNIHAKKAINTERNATIONALSDNBHD,"12,JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
469,00d0432757654,00p0442168254,27.0,0,ENWHARDWARECENTREMSNDBHD,"NO: G3, BLK G, JNL PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN."
470,00d0338418904,00p0719047134,30.9,17853,RMDIYMSNBHD,"LOT 41851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR (TESCO PTRA NILAI)"
471,00d0692025607,00p0688673200,7.0,17868,RESTTORANWANSHENG,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 C HERAS, SELANGOR"
472,00d0366175414,00p0519901459,7.0,17639,UNIHAKKAINTERNATIONALSDNBHD,"12, JALAN TAMPOI 7/4,KAWASAJN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR"
473,00d0289417092,00p0773510088,15.1,17502,HOMEMASTERHARDWAREELECTRICAL,"NO.113G & 115G, JALAN SETIA GEMBILANG U13/BG BANDAR SETIA ALAM, 40170 NBANDAR SETIA ALAM, SELANGOR."
474,00d0116788763,00p0903716403,9.1,17839,MRDIYMSDNNBHD,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
475,00d0553233477,00p0677861166,21.5,17578,GOLDENSCOOPSDNBHD,"A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUUR MALAYSIA"
476,00d0366117594,00p0353047505,8.4,17611,ANZELADVERTISINGMSDNBHD,"UNIT G-5B, GROUND FLOOR, WISMA UOA II, NOO 21, JALAN PINANG, 50450 KUALA LUMPUR,MALAYSIA"
477,00d0968376605,00p0984408154,189.11,17148,GREENIANEPHARMACYSDNBHD,"33 JLN BANGAU 1,KEPONG BARU, 52100 KEPONG,KL"
478,00d0159517738,00p0438758078,24.4,17392,PSEEDMARTSB,"LOT P.T. 2811, JALAN ANGASA, TAMAN BERKELEY 41150 KLABG, SELANGOR 1243-JLN PUDU ULU"
479,00d0884773399,00p0458217295,66.9,17617,UNIHAKAINTEENQATIONALSDNBHD,"12, JALAN ATMPOI 7/4,KAWASAN PARINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR"
480,00d0930689679,00p0824784259,7.24,17209,SYARIKATTPERNIAGAANGNKEE,"NO 290, JALAN AIR PANAS. SETAPAK. 53200, KUALA LUMPUR."
481,00d0815885891,00p0808351813,75.0,17637,WESTERNEASETRNSTTIONERYSDNBHD," 42-46, JLN SULTAN ZALAN SHAH 51200 KUALALUMPUR"
482,00d0963161084,00p0964319972,21.37,17279,TIMESBOOKSTORES,"LOT F21 & 22, CIT TA MALL NO 1, JLN PJU 1A/4 47301"
483,00d0817657245,00p0808078518,3.9,17470,SANYYUSTATIOBERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
484,00d0818597221,00p0953555728,888.95,17590,AWONCOMBHD,"3RD FLR, AEON TAKAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS ,55100 KUALA LUMPUR"
485,00d0400234172,00p0608933157,68.41,17325,GARDENIABAKERIESKLSDNPHD,"LOT 3, JALAN PELABUR 23/1, 40300 SHAH ALAM, SELANGOR."
486,00d0186887844,00p0333856318,26.16,0,MRDIYSDNBHD,"LOT 15851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
487,00d0797433528,00p0300758854,37.8,17381,MRDIYKUCHAISDNBHD,"LOT 1851-A & 1851-B, JALAN KPNBB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR"
488,00d0976607312,00p0264582387,9.91,17582,SPEDMARTSB,"LOT P.T. 2811, JAPAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1249-TMN PANDAN CAHAYA"
489,00d0849102191,00p0452419266,10.7,17678,UNIHAKKAINTERNATIONALSDNBHD,"21, JALAN TAMPOI 7/4,KKAWASAN PERINDUSTRIANTAMPOI,8120 JOHOR BHRU,JOHOR"
490,00d0892818805,00p0762283684,95.5,17175,GARDENIABAKERIESJKLDSNBHD,"LOT 3, JALAN PELABUR 2 3/1, 40300 SHAH ALAM, SELANGOR."
491,00d0555910882,00p0495564015,10.45,17618,AXVANCOCOMAPNY,"NO 1&3, JALAN WANGSA DELIMA 12, WANGSAA LINK, WANGSA MAJU, 53 300 KUALA LUMPUR"
492,00d0343987945,00p0568347014,5.0,17238,TRISHAASSDNBHD,"4-20, JALA RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR"
493,00d0453489586,00p0665705880,0.2,17643,AEONCOMSDNBHD,"3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TA MAN MALURI CHERAS, 55100 KUALA LUMPUR"
494,00d0223498663,00p0611347643,29.3,17160,GOLDENARCHESRESTAURANTSSDNBHD,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR"
495,00d0206227401,00p0603265655,8.7,17385,SANYUSTATIONERYSHOP,"NO. 31G&3G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM"
496,00d0898930568,00p0751192439,2.5,17555,SPEEDMARTSB,"LOT P.T. 281 1, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1076-IJOK"
497,00d0397644256,00p0962484273,63.8,17584,BILLIONSIXENTERPRISE,"NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM."
498,00d0692152542,00p0804207368,5.88,17310,SABNYUSTATIONERYSHOP,"NO. 31G&33G, JALAN SETIA INDAH X ,UU13/X 4170 SETIA  ALAM"
